Id	EssayText
14256	Translation, obsorbs food. Endocytosis, when food enters. Exocylosis, when waste exits.
14257	Three processes used by cells to control the movement of substances across the cell membrane are the sodium potassium pump, endocytosis, and exocytosis.      The sodium potssium pump pumps sodium ions out and potassium ions in. It is a form of active transport,     Endocytosis moves large materials into the cell by the use of a vesicle; it is a form of active transport.     And exocytosis moves large materials out of a cell by the use of a vesicle; it is also a form of active transport.
14258	The nucleus holds all the DNA and controls the cells functions. The proteins help control what passes through the cell membrane. The cell membrane also determines what comes in and out of the cell.
14259	The three procedures that a cell uses to move things across the cell membrane are, one it finds out where its going too, two it transports it using flagellum, and three it gets to its destination.
14260	water,oxygen,protein
14261	The first type of movement is called active transport. In this kind of movement the cell has to use energy to transport substances across the membrane. This type of movement requires energy from the cell. An example of active transport is moving particles from an area of lesser concentration to an area of greater concentration. The next for of transport is facilitated diffusion. In this type of transport the cell does not use energy. An example of facilitated diffusion is moving particles from an area of greater concentration to an area of lesser concentration. The last process is passive transport. This is when the particles move with the concentration gradient and require no energy.
14262	Active transport- diffusion against the concentration gradient.Passive transport- diffusion along the concentration gradient.Diffusion- The random movement of praticles from an area of high concentraion to low concentration.
14263	1. Absorbing nutrients    Cells must absorb nutrients in order to live. 2. Producing offspring    They must also reproduce to not become extinct.3. Adapting to natural habitats    Cells must be able to be comfortable where they lie in order to survive. They must be familiar with it and know how to live in it.
14264	Osmosis, water is moved through the cell.
14265	Facilitaded diffusion
14266	flagella, cellium,
14267	One is the protein channel and it helps control how much of that substance goes through. Two is the cell membrane which tells the substace where to go and how much of it to go. Three is the mitochondria it also tells how much subtance goes where and how much of it.
14268	1) The movemnets of substances acrosss the cell membrane flow through the blood streams.2)3)
14269	metaphase- slows it down to create the processtelaphase-speeds it up to create the process.
14270	Osmosis makes water go into or leave the cell. Active transport is when the cell uses energy to bring something into it or make it leave. Passive transport is when theres more of something in the cell than there is outside of it, and so some leave the cell to create equilibrium, or vice versa.
